Step Count,Time Now,Velocity Sum Value X,Velocity Sum Value Y,Potential Energy Sum,Potential Energy Sum Squared,Kinetic Energy Sum,Kinetic Energy Sum Squared,Pressure Sum,Pressure Sum Squared
  155,  0.7750, -0.0000, -0.0000,  1.0035,  1.0071,  0.8859,  0.7848, -0.3926,  0.1542
  156,  0.7800, -0.0000,  0.0000,  1.0036,  1.0071,  0.8854,  0.7840, -0.3949,  0.1559
  157,  0.7850, -0.0000,  0.0000,  1.0036,  1.0071,  0.8849,  0.7830, -0.3992,  0.1594
  158,  0.7900, -0.0000,  0.0000,  1.0036,  1.0071,  0.8843,  0.7821, -0.4035,  0.1628
  159,  0.7950, -0.0000,  0.0000,  1.0036,  1.0072,  0.8839,  0.7813, -0.4078,  0.1663
  160,  0.8000, -0.0000,  0.0000,  1.0036,  1.0072,  0.8837,  0.7810, -0.4113,  0.1692
  161,  0.8050, -0.0000,  0.0000,  1.0036,  1.0072,  0.8837,  0.7809, -0.4140,  0.1714
  162,  0.8100, -0.0000,  0.0000,  1.0036,  1.0071,  0.8838,  0.7811, -0.4149,  0.1721
  163,  0.8150, -0.0000,  0.0000,  1.0036,  1.0071,  0.8840,  0.7814, -0.4147,  0.1720
  164,  0.8200, -0.0000,  0.0000,  1.0036,  1.0071,  0.8842,  0.7817, -0.4161,  0.1731
  165,  0.8250, -0.0000,  0.0000,  1.0036,  1.0071,  0.8843,  0.7820, -0.4174,  0.1742
  166,  0.8300, -0.0000,  0.0000,  1.0036,  1.0071,  0.8843,  0.7820, -0.4183,  0.1750
  167,  0.8350, -0.0000,  0.0000,  1.0036,  1.0071,  0.8842,  0.7817, -0.4191,  0.1757
  168,  0.8400, -0.0000,  0.0000,  1.0036,  1.0071,  0.8839,  0.7813, -0.4195,  0.1759
  169,  0.8450, -0.0000,  0.0000,  1.0036,  1.0071,  0.8835,  0.7806, -0.4198,  0.1763
  170,  0.8500, -0.0000,  0.0000,  1.0036,  1.0071,  0.8830,  0.7797, -0.4211,  0.1773
  171,  0.8550, -0.0000,  0.0000,  1.0036,  1.0071,  0.8824,  0.7786, -0.4234,  0.1793
  172,  0.8600, -0.0000, -0.0000,  1.0035,  1.0071,  0.8817,  0.7773, -0.4269,  0.1822
  173,  0.8650, -0.0000, -0.0000,  1.0036,  1.0071,  0.8808,  0.7758, -0.4300,  0.1849
  174,  0.8700, -0.0000,  0.0000,  1.0036,  1.0071,  0.8798,  0.7741, -0.4329,  0.1874
  175,  0.8750, -0.0000,  0.0000,  0.0401,  0.1967,  0.0352,  0.1722, -0.0174,  0.0852
  176,  0.8800, -0.0000,  0.0000,  1.0036,  1.0072,  0.8786,  0.7719, -0.4353,  0.1895
  177,  0.8850,  0.0000,  0.0000,  1.0036,  1.0073,  0.8790,  0.7726, -0.4322,  0.1868
  178,  0.8900, -0.0000,  0.0000,  1.0036,  1.0073,  0.8804,  0.7751, -0.4241,  0.1798
  179,  0.8950,  0.0000,  0.0000,  1.0036,  1.0072,  0.8828,  0.7794, -0.4125,  0.1702
  180,  0.9000, -0.0000,  0.0000,  1.0036,  1.0072,  0.8861,  0.7851, -0.3981,  0.1584
